id,position,country,jurisdiction,deputy,list,start,end,before,after,enwiki
Q732859,Governor of Bermuda,Q145,Q23635,,,1612,,,,Governor of Bermuda
Q110092437,Deputy Governor of Bermuda,Q145,Q23635,,,,,,,
Q56611785,Premier of Bermuda,,Q23635,,Q969659,,,,,
Q107980147,Deputy Premier,Q145,Q23635,,,,,,,
Q107980075,Minister for the Cabinet Office,Q145,Q23635,,,,,,,
Q107980344,Minister of Economic Development and Tourism,Q145,Q23635,,,,,,,
Q111187943,Minister of Economy and Labour,Q145,Q23635,,,2022-02-22,,Q107980105,,
Q107980111,Minister of Education,Q145,Q23635,,,,,,,
Q107980117,Minister of Finance,Q145,Q23635,,,,,,,
Q107980094,Minister of Health,Q145,Q23635,,,,,,,
Q107980146,Minister of Home Affairs,Q145,Q23635,,,,,,,
Q107980105,Minister of Labour,Q145,Q23635,,,,2022-02-22,,Q111187943,
Q107980098,Minister of Legal Affairs,Q145,Q23635,,,,,,,
Q107980087,Minister of National Security,Q145,Q23635,,,,,,,
Q107980115,Minister of Public Works,Q145,Q23635,,,,,,,
Q107980083,Minister of Social Development and Seniors,Q145,Q23635,,,,,,,
Q107980321,Minister of Social Development and Sport,Q145,Q23635,,,,,,,
Q111752729,Minister of Tourism,Q145,Q23635,,,,,,,
Q107980092,Minister of Transport,Q145,Q23635,,,,,,,
Q107980109,"Minister of Youth, Culture and Sports",Q145,Q23635,,,,,,,
Q107980099,Attorney General,Q145,Q23635,,,,,,,
Q109516568,Speaker of the House of Assembly of Bermuda,,Q23635,,,,,,,
