id,name,relationship,relative,relativename
Q107980343,Jamahl Simmons,father,Q107980350,Lionel Simmons
Q110993718,Grant Gibbons,father,Q25344527,Graham Gibbons
Q110994033,E. T. Bob Richards,father,Q5345044,Edward Richards
Q3489398,George Fergusson,child,Q75923953,Alexander Bernard Raukawa Fergusson
Q3489398,George Fergusson,child,Q75923955,Laura Margaret Huia Fergusson
Q3489398,George Fergusson,child,Q75923956,Alice Mary Marama Fergusson
Q3489398,George Fergusson,child,Q75923959,Elizabeth Fergusson
Q3489398,George Fergusson,father,Q2897911,"Bernard Fergusson, Baron Ballantrae"
Q3489398,George Fergusson,mother,Q75334246,Laura Margaret Grenfell
Q3489398,George Fergusson,spouse,Q75923952,Margaret Sheila Wookey
